name,gate,score,tr_trades,tr_z,tr_p,va_trades,va_z,va_p,se_trades,se_z,se_p,adx,r63,r126,stop,trail,time_stop,vol
a16_r630.02_r1260.03_s2.2_t2.8_h120_v1.2,False,7.09033633834515,66,5.468774065149346,0.01652892561983471,15,0.6396327345670191,0.18181818181818182,9,1.155688727706909,0.14917127071823205,16,0.02,0.03,2.2,2.8,120,1.2
a16_r630.0_r1260.0_s2.2_t2.8_h120_v1.2,False,7.070540060360918,66,7.239424425738303,0.008264462809917356,15,0.5424909808993875,0.2644628099173554,13,-0.3015310469297105,0.5469613259668509,16,0.0,0.0,2.2,2.8,120,1.2
a12_r630.0_r1260.03_s2.2_t2.8_h120_v1.5,False,7.035333956966675,71,6.321337030081824,0.008264462809917356,16,1.0057267437814685,0.15702479338842976,12,0.009146855401450923,0.43646408839779005,12,0.0,0.03,2.2,2.8,120,1.5
a16_r630.0_r1260.0_s2.8_t3.4_h120_v1.2,False,7.024088665575733,57,6.5279592621480935,0.008264462809917356,13,0.8378378893826208,0.17355371900826447,10,-0.04637950554312805,0.4088397790055249,16,0.0,0.0,2.8,3.4,120,1.2
a8_r630.0_r1260.0_s2.8_t2.8_h120_v1.5,False,7.021477613161522,71,6.744472217730879,0.008264462809917356,16,1.128995929287165,0.1322314049586777,13,-0.45577574914349456,0.6519337016574586,8,0.0,0.0,2.8,2.8,120,1.5
a8_r630.02_r1260.03_s2.8_t2.8_h120_v1.5,False,6.97693998555957,70,5.292964055388577,0.01652892561983471,16,0.7677973982105528,0.256198347107438,9,1.129890234622419,0.15469613259668508,8,0.02,0.03,2.8,2.8,120,1.5
a8_r630.02_r1260.0_s2.8_t2.8_h80_v1.2,False,6.921881264367018,70,5.081679142247631,0.008264462809917356,16,0.8141134180702165,0.23140495867768596,9,1.2122217573344092,0.13259668508287292,8,0.02,0.0,2.8,2.8,80,1.2
a8_r630.0_r1260.03_s2.2_t2.8_h120_v1.2,False,6.833560460637122,71,5.996282559242896,0.01652892561983471,16,0.961573836223387,0.1652892561983471,12,0.15722089088655905,0.3812154696132597,8,0.0,0.03,2.2,2.8,120,1.2
a8_r630.0_r1260.0_s2.2_t2.8_h80_v1.5,False,6.800326300530909,71,6.543879476493536,0.008264462809917356,16,0.8797763819199146,0.14049586776859505,13,-0.28375602242753967,0.5303867403314917,8,0.0,0.0,2.2,2.8,80,1.5
a16_r630.02_r1260.03_s2.2_t2.8_h80_v1.2,False,6.75867846773412,66,5.130537219815576,0.01652892561983471,15,0.721695636586068,0.2066115702479339,9,1.0953639255647027,0.15469613259668508,16,0.02,0.03,2.2,2.8,80,1.2
a8_r630.0_r1260.0_s2.8_t3.4_h120_v1.2,False,6.701949604085499,62,5.869446899054085,0.01652892561983471,14,1.1335143192838628,0.1322314049586777,10,-0.0028745428858445543,0.44751381215469616,8,0.0,0.0,2.8,3.4,120,1.2
a16_r630.02_r1260.0_s2.8_t3.4_h80_v1.2,False,6.677300723721728,57,4.069341727995032,0.024793388429752067,13,0.7519884183233249,0.21487603305785125,6,2.0006671666002114,0.049723756906077346,16,0.02,0.0,2.8,3.4,80,1.2
a8_r630.02_r1260.03_s2.8_t2.8_h80_v1.5,False,6.66761108097912,70,4.4143442855633594,0.024793388429752067,16,0.9707208299953641,0.17355371900826447,9,1.4342057069847085,0.10497237569060773,8,0.02,0.03,2.8,2.8,80,1.5
a8_r630.02_r1260.0_s2.2_t2.8_h120_v1.5,False,6.601249067645283,70,4.600103941137523,0.01652892561983471,16,0.935310575959432,0.21487603305785125,9,1.2561226652462876,0.14917127071823205,8,0.02,0.0,2.2,2.8,120,1.5
a8_r630.0_r1260.03_s2.8_t3.4_h80_v1.2,False,6.597673108190768,62,5.436891993341829,0.01652892561983471,14,1.0666057789778016,0.12396694214876033,9,0.32740669516979853,0.3259668508287293,8,0.0,0.03,2.8,3.4,80,1.2
a16_r630.0_r1260.03_s2.8_t2.8_h80_v1.2,False,6.584448783248233,66,6.147605709409992,0.008264462809917356,15,0.5655804430147121,0.2396694214876033,12,0.1830748768396923,0.3756906077348066,16,0.0,0.03,2.8,2.8,80,1.2
a12_r630.02_r1260.03_s2.8_t2.8_h120_v1.2,False,6.578213834011462,70,4.483549687538024,0.01652892561983471,16,0.9874788753458567,0.19008264462809918,9,1.2795518297322122,0.13812154696132597,12,0.02,0.03,2.8,2.8,120,1.2
a8_r630.02_r1260.03_s2.8_t2.8_h80_v1.2,False,6.501633497313234,70,4.29463342495516,0.01652892561983471,16,1.1289936926231077,0.12396694214876033,9,1.2200775180391534,0.143646408839779,8,0.02,0.03,2.8,2.8,80,1.2
a16_r630.02_r1260.03_s2.2_t2.8_h120_v1.5,False,6.424057329767613,66,4.481740369939525,0.01652892561983471,15,0.6910716389722091,0.2231404958677686,9,1.4125164956880785,0.08287292817679558,16,0.02,0.03,2.2,2.8,120,1.5
a8_r630.0_r1260.03_s2.8_t2.8_h80_v1.2,False,6.332088493220549,71,5.4797078583669325,0.01652892561983471,16,0.9967815234991024,0.17355371900826447,12,0.14953546129287223,0.39779005524861877,8,0.0,0.03,2.8,2.8,80,1.2
a8_r630.0_r1260.0_s2.2_t3.4_h120_v1.2,False,6.322255818686,63,5.3995738258550565,0.008264462809917356,14,0.9082776323834856,0.17355371900826447,10,0.27105930771014003,0.3314917127071823,8,0.0,0.0,2.2,3.4,120,1.2
a16_r630.0_r1260.0_s2.8_t2.8_h80_v1.2,False,6.317045237714547,66,6.399049827522633,0.008264462809917356,15,0.6596616334988913,0.19834710743801653,13,-0.3565924823819062,0.56353591160221,16,0.0,0.0,2.8,2.8,80,1.2
a12_r630.02_r1260.0_s2.8_t2.8_h80_v1.2,False,6.2559919314591,70,4.320821643204819,0.01652892561983471,16,0.8163457617798553,0.2066115702479339,9,1.2884058241320677,0.11602209944751381,12,0.02,0.0,2.8,2.8,80,1.2
a16_r630.02_r1260.0_s2.8_t2.8_h120_v1.2,False,6.252560011884938,66,4.408745283966884,0.024793388429752067,15,0.6403073738936299,0.24793388429752067,9,1.395119609172591,0.11049723756906077,16,0.02,0.0,2.8,2.8,120,1.2
a16_r630.02_r1260.0_s2.2_t2.8_h80_v1.2,False,6.251912368155785,66,4.515317350092352,0.01652892561983471,15,0.6685368944418337,0.24793388429752067,9,1.2665878711217133,0.13259668508287292,16,0.02,0.0,2.2,2.8,80,1.2
a8_r630.02_r1260.03_s2.2_t2.8_h120_v1.2,False,6.25168976323043,70,4.502381857485414,0.01652892561983471,16,0.6735122607371642,0.256198347107438,9,1.2812200548521515,0.13812154696132597,8,0.02,0.03,2.2,2.8,120,1.2
a8_r630.0_r1260.0_s2.2_t3.4_h120_v1.5,False,6.222005439669072,63,5.273781638936802,0.01652892561983471,14,1.0066765177965977,0.12396694214876033,10,0.1913532278696936,0.35911602209944754,8,0.0,0.0,2.2,3.4,120,1.5
a12_r630.02_r1260.03_s2.2_t2.8_h120_v1.2,False,6.153807496189755,70,4.46191333261487,0.01652892561983471,16,0.79781705814488,0.21487603305785125,9,1.0871276510671906,0.15469613259668508,12,0.02,0.03,2.2,2.8,120,1.2
a12_r630.02_r1260.03_s2.8_t2.8_h120_v1.5,False,6.147775785930755,70,4.314806069920654,0.01652892561983471,16,0.873424095263935,0.14049586776859505,9,1.1181685146779499,0.16022099447513813,12,0.02,0.03,2.8,2.8,120,1.5
a12_r630.02_r1260.0_s2.2_t2.8_h80_v1.2,False,6.131379591501144,70,3.72692975285741,0.03305785123966942,16,1.0673859928732095,0.1487603305785124,9,1.47217183170724,0.08839779005524862,12,0.02,0.0,2.2,2.8,80,1.2
a8_r630.0_r1260.03_s2.8_t2.8_h80_v1.5,False,6.06274396384946,71,5.4804949971273285,0.01652892561983471,16,0.7969191348449405,0.15702479338842976,12,0.08481387370176578,0.425414364640884,8,0.0,0.03,2.8,2.8,80,1.5
a16_r630.02_r1260.0_s2.8_t2.8_h120_v1.5,False,6.060320762138081,66,4.490623752181823,0.024793388429752067,15,0.5735557242097677,0.23140495867768596,9,1.2043509565377786,0.16022099447513813,16,0.02,0.0,2.8,2.8,120,1.5
a16_r630.02_r1260.0_s2.2_t2.8_h80_v1.5,False,6.005290964598149,66,4.390657147180883,0.024793388429752067,15,0.6662007752822173,0.21487603305785125,9,1.134566095420288,0.13259668508287292,16,0.02,0.0,2.2,2.8,80,1.5
a12_r630.02_r1260.0_s2.2_t2.8_h120_v1.2,False,6.003418056342166,70,3.9840116924136906,0.01652892561983471,16,1.040723896164781,0.17355371900826447,9,1.1427845635584077,0.13812154696132597,12,0.02,0.0,2.2,2.8,120,1.2
a8_r630.0_r1260.0_s2.8_t2.8_h80_v1.2,False,5.991258929643985,71,5.934767720668083,0.008264462809917356,16,0.7642489818411061,0.23140495867768596,13,-0.2951053825633918,0.585635359116022,8,0.0,0.0,2.8,2.8,80,1.2
a8_r630.0_r1260.03_s2.8_t3.4_h120_v1.2,False,5.945115072412163,62,4.701220401482388,0.024793388429752067,14,1.1189925565206524,0.1322314049586777,9,0.36916036745692893,0.3314917127071823,8,0.0,0.03,2.8,3.4,120,1.2
a8_r630.0_r1260.0_s2.2_t2.8_h80_v1.2,False,5.908304199031897,71,5.830313911407628,0.008264462809917356,16,0.720429274696593,0.23140495867768596,13,-0.2518860442843236,0.5414364640883977,8,0.0,0.0,2.2,2.8,80,1.2
a8_r630.0_r1260.0_s2.2_t2.8_h120_v1.2,False,5.871855599890669,71,5.736019867816594,0.008264462809917356,16,1.0193011904173226,0.15702479338842976,13,-0.47209154847611895,0.6574585635359116,8,0.0,0.0,2.2,2.8,120,1.2
a12_r630.0_r1260.0_s2.2_t2.8_h80_v1.5,False,5.844778051077815,71,5.774140784281361,0.008264462809917356,16,0.9488170945664923,0.17355371900826447,13,-0.46406631697144457,0.6464088397790055,12,0.0,0.0,2.2,2.8,80,1.5
a12_r630.0_r1260.0_s2.8_t2.8_h80_v1.5,False,5.803261374739352,71,5.735458576963474,0.01652892561983471,16,0.81623134667249,0.19834710743801653,13,-0.356460145627354,0.569060773480663,12,0.0,0.0,2.8,2.8,80,1.5
a16_r630.0_r1260.03_s2.2_t2.8_h80_v1.5,False,5.798308576072987,66,5.479179428095712,0.008264462809917356,15,0.5807959042045944,0.256198347107438,12,0.06393481447721483,0.3867403314917127,16,0.0,0.03,2.2,2.8,80,1.5
a8_r630.0_r1260.03_s2.2_t2.8_h80_v1.2,False,5.7805902827697295,71,4.986105558395656,0.008264462809917356,16,0.952872580547765,0.1652892561983471,12,0.13557132377242914,0.4143646408839779,8,0.0,0.03,2.2,2.8,80,1.2
a12_r630.02_r1260.0_s2.8_t2.8_h80_v1.5,False,5.749708754878078,70,3.9219261225938316,0.024793388429752067,16,0.8278518560283427,0.2231404958677686,9,1.2040082156422343,0.16022099447513813,12,0.02,0.0,2.8,2.8,80,1.5
a8_r630.0_r1260.0_s2.2_t3.4_h80_v1.2,False,5.664657660037999,63,4.588000315047559,0.01652892561983471,14,1.1095468391570782,0.15702479338842976,10,0.23068294544799156,0.35359116022099446,8,0.0,0.0,2.2,3.4,80,1.2
a12_r630.0_r1260.0_s2.2_t2.8_h80_v1.2,False,5.656218939620757,71,5.737002818050187,0.008264462809917356,16,0.6773316150515015,0.21487603305785125,13,-0.3592524278674891,0.574585635359116,12,0.0,0.0,2.2,2.8,80,1.2
a16_r630.0_r1260.0_s2.2_t2.8_h80_v1.2,False,5.649821667509485,66,5.718983178058552,0.008264462809917356,15,0.7333298947115835,0.2066115702479339,13,-0.38566112353835375,0.6187845303867403,16,0.0,0.0,2.2,2.8,80,1.2
a16_r630.02_r1260.0_s2.2_t2.8_h120_v1.5,False,5.6465347876797525,66,4.038057257902209,0.03305785123966942,15,0.6479858415533742,0.19834710743801653,9,1.148017371982901,0.143646408839779,16,0.02,0.0,2.2,2.8,120,1.5
a8_r630.02_r1260.03_s2.2_t2.8_h80_v1.5,False,5.5845561545820726,70,3.6352097169642548,0.01652892561983471,16,0.8962033808123421,0.18181818181818182,9,1.2269022458835999,0.14917127071823205,8,0.02,0.03,2.2,2.8,80,1.5
a16_r630.0_r1260.03_s2.8_t2.8_h120_v1.5,False,5.524521696622285,66,5.4946777399641,0.01652892561983471,15,0.41774627294155786,0.2727272727272727,12,-0.01675488009324486,0.4530386740331492,16,0.0,0.03,2.8,2.8,120,1.5
a8_r630.0_r1260.03_s2.2_t2.8_h80_v1.5,False,5.4311292054939155,71,4.441331832575658,0.024793388429752067,16,1.0930454300152481,0.1322314049586777,12,0.16587207440385418,0.3812154696132597,8,0.0,0.03,2.2,2.8,80,1.5
a12_r630.0_r1260.03_s2.2_t2.8_h80_v1.2,False,5.390620823168144,71,4.561945562047483,0.01652892561983471,16,0.8765063614854519,0.18181818181818182,12,0.2447126191000732,0.3867403314917127,12,0.0,0.03,2.2,2.8,80,1.2
a12_r630.0_r1260.03_s2.8_t3.4_h120_v1.5,False,5.3697143852700675,62,4.346758801568265,0.024793388429752067,14,0.8039413215001415,0.2066115702479339,9,0.4977001669548682,0.3259668508287293,12,0.0,0.03,2.8,3.4,120,1.5
a8_r630.0_r1260.03_s2.8_t2.8_h120_v1.5,False,5.355731066922186,71,4.621005074226967,0.01652892561983471,16,1.0224529094501273,0.1652892561983471,12,0.021414218353077018,0.43646408839779005,8,0.0,0.03,2.8,2.8,120,1.5
a16_r630.0_r1260.0_s2.8_t2.8_h80_v1.5,False,5.350155197601516,66,5.678710355914012,0.01652892561983471,15,0.47868653264604705,0.2809917355371901,13,-0.35737638800434046,0.6022099447513812,16,0.0,0.0,2.8,2.8,80,1.5
a12_r630.0_r1260.0_s2.2_t2.8_h120_v1.2,False,5.340962817476387,71,5.158028349609901,0.01652892561983471,16,0.8673561393577762,0.2066115702479339,13,-0.2938458986955272,0.5580110497237569,12,0.0,0.0,2.2,2.8,120,1.2
a16_r630.0_r1260.03_s2.8_t3.4_h120_v1.2,False,5.291864093430822,57,4.253739100511652,0.01652892561983471,13,0.8348084693745861,0.2066115702479339,9,0.4723453350143796,0.3149171270718232,16,0.0,0.03,2.8,3.4,120,1.2
a16_r630.02_r1260.03_s2.2_t2.8_h80_v1.5,False,5.285677137458158,66,3.798786371086708,0.01652892561983471,15,0.5305921740694413,0.24793388429752067,9,1.168640494498256,0.16022099447513813,16,0.02,0.03,2.2,2.8,80,1.5
a12_r630.02_r1260.03_s2.8_t2.8_h80_v1.2,False,5.078865684349143,70,3.486647914084414,0.03305785123966942,16,0.6235673714365964,0.2892561983471074,9,1.1988681971021833,0.13812154696132597,12,0.02,0.03,2.8,2.8,80,1.2
a12_r630.02_r1260.03_s2.2_t2.8_h120_v1.5,False,5.053700529142363,70,3.4075595661299785,0.03305785123966942,16,0.7977763340767678,0.19834710743801653,9,1.0469400364512553,0.16574585635359115,12,0.02,0.03,2.2,2.8,120,1.5
a8_r630.0_r1260.03_s2.8_t2.8_h120_v1.2,False,5.047907723454731,71,4.0850659817656325,0.01652892561983471,16,0.9228045598747023,0.1487603305785124,12,0.28842766626716115,0.3314917127071823,8,0.0,0.03,2.8,2.8,120,1.2
a8_r630.0_r1260.0_s2.8_t2.8_h120_v1.2,False,4.944651079922581,71,4.532668814824527,0.024793388429752067,16,1.0340299612782151,0.1322314049586777,13,-0.2811043602594275,0.5248618784530387,8,0.0,0.0,2.8,2.8,120,1.2
a16_r630.0_r1260.03_s2.8_t2.8_h120_v1.2,False,4.934559449655561,66,4.945047763964713,0.01652892561983471,15,0.32554500435651346,0.36363636363636365,12,0.07780623203978174,0.44751381215469616,16,0.0,0.03,2.8,2.8,120,1.2
a12_r630.0_r1260.03_s2.8_t2.8_h80_v1.2,False,4.930252060000256,71,4.050243236779635,0.01652892561983471,16,0.9508093583364731,0.19008264462809918,12,0.22587541575397074,0.3867403314917127,12,0.0,0.03,2.8,2.8,80,1.2
a8_r630.0_r1260.0_s2.2_t2.8_h120_v1.5,False,4.914549723859448,71,4.75220122800938,0.024793388429752067,16,0.8228576372316457,0.15702479338842976,13,-0.27678237091447533,0.585635359116022,8,0.0,0.0,2.2,2.8,120,1.5
a16_r630.0_r1260.0_s2.8_t2.8_h120_v1.2,False,4.846877261465191,66,4.762004570892231,0.024793388429752067,15,0.8334836523052137,0.19008264462809918,13,-0.3455928347060907,0.5911602209944752,16,0.0,0.0,2.8,2.8,120,1.2
a16_r630.02_r1260.03_s2.8_t3.4_h120_v1.2,False,4.841323083307005,57,2.5800280139610674,0.01652892561983471,13,0.737333525243002,0.18181818181818182,6,1.6645715619103416,0.08287292817679558,16,0.02,0.03,2.8,3.4,120,1.2
a12_r630.0_r1260.03_s2.2_t2.8_h120_v1.2,False,4.827869186527995,71,3.9079957262779006,0.01652892561983471,16,0.8774828295771664,0.18181818181818182,12,0.2934978860493942,0.30386740331491713,12,0.0,0.03,2.2,2.8,120,1.2
a16_r630.0_r1260.0_s2.8_t3.4_h80_v1.2,False,4.727613250002417,57,4.473485491685067,0.024793388429752067,13,0.7415104369987232,0.256198347107438,10,-0.1148426120177506,0.46408839779005523,16,0.0,0.0,2.8,3.4,80,1.2
a12_r630.0_r1260.0_s2.8_t2.8_h120_v1.2,False,4.714669353449524,71,4.081447961665695,0.01652892561983471,16,1.211670541489488,0.1322314049586777,13,-0.23887561425065745,0.5303867403314917,12,0.0,0.0,2.8,2.8,120,1.2
a12_r630.0_r1260.0_s2.8_t2.8_h80_v1.2,False,4.708543712361439,71,4.500879632769491,0.01652892561983471,16,0.8722277469047091,0.1487603305785124,13,-0.3084383762301625,0.5469613259668509,12,0.0,0.0,2.8,2.8,80,1.2
a12_r630.0_r1260.03_s2.8_t2.8_h120_v1.5,False,4.582036984085841,71,3.7389568231783747,0.03305785123966942,16,1.1381110495455093,0.1652892561983471,12,0.027899571158312726,0.44751381215469616,12,0.0,0.03,2.8,2.8,120,1.5
a16_r630.0_r1260.03_s2.2_t2.8_h80_v1.2,False,4.477318749179682,66,4.492294089121786,0.024793388429752067,15,0.3243915986645938,0.32231404958677684,12,0.05518125553968933,0.4419889502762431,16,0.0,0.03,2.2,2.8,80,1.2
a12_r630.0_r1260.03_s2.2_t2.8_h80_v1.5,False,4.288674841037096,71,3.2608647130454402,0.04132231404958678,16,0.8775836619048827,0.18181818181818182,12,0.4137304156781156,0.30386740331491713,12,0.0,0.03,2.2,2.8,80,1.5
a16_r630.0_r1260.03_s2.8_t2.8_h80_v1.5,False,4.225548492655889,66,3.73626780182209,0.01652892561983471,15,0.5962226955106928,0.256198347107438,12,0.21450450461491977,0.3701657458563536,16,0.0,0.03,2.8,2.8,80,1.5
a16_r630.0_r1260.0_s2.2_t2.8_h120_v1.5,False,4.121222085319841,66,4.104273074785738,0.01652892561983471,15,0.6014172988669253,0.2809917355371901,13,-0.18985160416314836,0.49171270718232046,16,0.0,0.0,2.2,2.8,120,1.5
a12_r630.0_r1260.0_s2.8_t2.8_h120_v1.5,False,4.067146574104009,71,4.11979143060649,0.024793388429752067,16,0.782387590103918,0.2231404958677686,13,-0.4044356702034952,0.6132596685082873,12,0.0,0.0,2.8,2.8,120,1.5
a12_r630.02_r1260.0_s2.2_t2.8_h120_v1.5,False,3.8963942462159524,70,2.067959095602384,0.024793388429752067,16,0.8010115137643836,0.17355371900826447,9,1.1928955331096298,0.13259668508287292,12,0.02,0.0,2.2,2.8,120,1.5
a12_r630.0_r1260.0_s2.2_t2.8_h120_v1.5,False,3.7369974209618917,71,3.638102558624898,0.01652892561983471,16,0.9075098954824093,0.21487603305785125,13,-0.3973324433093351,0.5911602209944752,12,0.0,0.0,2.2,2.8,120,1.5
a8_r630.0_r1260.0_s2.8_t2.8_h80_v1.5,False,3.2703379624958093,71,3.316917150244056,0.024793388429752067,16,0.6359190445241372,0.2231404958677686,13,-0.2933379199578775,0.5303867403314917,8,0.0,0.0,2.8,2.8,80,1.5
a16_r630.0_r1260.0_s2.2_t2.8_h80_v1.5,False,3.1795429211854738,66,3.3594789487669727,0.024793388429752067,15,0.552382319339816,0.2396694214876033,13,-0.31831898616153254,0.56353591160221,16,0.0,0.0,2.2,2.8,80,1.5
a16_r630.0_r1260.0_s2.8_t2.8_h120_v1.5,False,3.0159761756098726,66,3.3832330319313195,0.024793388429752067,15,0.46245879827079195,0.2727272727272727,13,-0.37985035163803593,0.6022099447513812,16,0.0,0.0,2.8,2.8,120,1.5
