ticker,strategy,split,trades,RCSI_z,p,pct,class
EURUSD=X,uptrend_oversold_reversion,validation,7,-1.0866422055699418,0.8677685950413223,14.049586776859504,Negative Skill
EURUSD=X,uptrend_oversold_reversion,holdout,8,-1.1657307300890938,0.8885191347753744,11.314475873544092,Negative Skill
EURUSD=X,volatility_squeeze_breakout,train,10,0.559013296066866,0.30578512396694213,70.24793388429752,Random / Luck
EURUSD=X,volatility_squeeze_breakout,validation,2,0.04311469363096385,0.48760330578512395,52.066115702479344,Random / Luck
EURUSD=X,volatility_squeeze_breakout,holdout,5,-1.201490680077634,0.8818635607321131,11.980033277870216,Negative Skill
EURUSD=X,random,train,127,-0.7527395447391295,0.7768595041322314,23.140495867768596,Negative Skill
EURUSD=X,random,validation,41,-0.15459612864911043,0.5702479338842975,43.80165289256198,Random / Luck
EURUSD=X,random,holdout,41,-0.3854569342569401,0.6455906821963394,35.60732113144759,Random / Luck
NQ=F,trend_pullback,train,67,-0.6538564843717427,0.6942148760330579,31.40495867768595,Negative Skill
NQ=F,trend_pullback,validation,28,0.7825080201361181,0.21487603305785125,79.33884297520662,Random / Luck
NQ=F,trend_pullback,holdout,24,-0.28977000272546805,0.5840266222961731,41.76372712146423,Random / Luck
NQ=F,breakout_volume_momentum,train,58,-0.4210206897907248,0.6446280991735537,36.36363636363637,Random / Luck
NQ=F,breakout_volume_momentum,validation,20,-0.47113903856810574,0.6611570247933884,34.710743801652896,Random / Luck
NQ=F,breakout_volume_momentum,holdout,11,-0.5112022341963263,0.670549084858569,33.11148086522462,Negative Skill
NQ=F,mean_reversion_vol_filter,train,2,0.3106177426631093,0.4132231404958678,59.50413223140496,Random / Luck
NQ=F,mean_reversion_vol_filter,validation,2,0.4942844575156429,0.3305785123966942,67.76859504132231,Random / Luck
NQ=F,mean_reversion_vol_filter,holdout,1,-0.8407943566708233,0.8252911813643927,17.637271214642265,Negative Skill
NQ=F,trend_momentum_verification,train,48,-0.40840922928179957,0.6198347107438017,38.84297520661157,Random / Luck
NQ=F,trend_momentum_verification,validation,20,-0.18904490178240282,0.5619834710743802,44.62809917355372,Random / Luck
NQ=F,trend_momentum_verification,holdout,19,-0.06698100738674746,0.47920133111480867,52.24625623960066,Random / Luck
NQ=F,adx_trend_following,train,59,-0.8664426439483239,0.8181818181818182,19.00826446280992,Negative Skill
NQ=F,adx_trend_following,validation,27,-0.837618321590457,0.8099173553719008,19.834710743801654,Negative Skill
NQ=F,adx_trend_following,holdout,22,-0.257045363555159,0.5790349417637272,42.26289517470882,Random / Luck
NQ=F,uptrend_oversold_reversion,train,42,2.413752962753946,0.024793388429752067,98.34710743801654,Strong Skill
NQ=F,uptrend_oversold_reversion,validation,12,-0.7418484019355692,0.8429752066115702,16.528925619834713,Negative Skill
NQ=F,uptrend_oversold_reversion,holdout,18,-0.9232806260609517,0.8302828618968386,17.13810316139767,Negative Skill
NQ=F,volatility_squeeze_breakout,train,12,-0.2090470836813496,0.5785123966942148,42.97520661157025,Random / Luck
NQ=F,volatility_squeeze_breakout,validation,3,-0.33482385459589764,0.6363636363636364,37.1900826446281,Random / Luck
NQ=F,volatility_squeeze_breakout,holdout,4,-0.5768192344198163,0.7237936772046589,27.787021630615637,Negative Skill
NQ=F,random,train,144,2.324607549519442,0.03305785123966942,97.52066115702479,Strong Skill
NQ=F,random,validation,46,1.3263900018101686,0.10743801652892562,90.08264462809917,Weak Skill
NQ=F,random,holdout,46,0.0017989098904311264,0.43594009983361065,56.57237936772047,Random / Luck
